title,authors,journal,year,doi,abstract,tags
Climatic and soil factors explain the two-dimensional spectrum of global plant trait variation,Julia Joswig; Christian Wirth; Meredith C. Schuman; Jens Kattge; Björn Reu; Ian J. Wright; Sebastian Sippel; Nadja Rüger,Nature Ecology & Evolution,2021,10.1038/s41559-021-01616-8,"Plant functional traits can predict community assembly and ecosystem functioning and are thus widely used in global models of vegetation dynamics and land-climate feedbacks. Still, we lack a global understanding of how land and climate affect plant traits. A previous global analysis of six traits observed two main axes of variation: (1) size variation at the organ and plant level and (2) leaf economics balancing leaf persistence against plant growth potential. The orthogonality of these two axes suggests they are differently influenced by environmental drivers. We find that these axes persist in a global dataset of 17 traits across more than 20,000 species. We find a dominant joint effect of climate and soil on trait variation. Additional independent climate effects are also observed across most traits, whereas independent soil effects are almost exclusively observed for economics traits. Variation in size traits correlates well with a latitudinal gradient related to water or energy limitation. In contrast, variation in economics traits is better explained by interactions of climate with soil fertility. These findings have the potential to improve our understanding of biodiversity patterns and our predictions of climate change impacts on biogeochemical cycles.",背景文献
"Composition and assembly mechanisms of prokaryotic communities in wetlands, and their relationships with different vegetation and reclamation methods",Sarfraz Hussain; Min Chen; Yuhong Liu; Ghulam Mustafa; Xue Wang; Jiayuan Liu; Taha Majid Mahmood Sheikh; H. Bano,The Science of The Total Environment,2023,10.1016/j.scitotenv.2023.166190,,滨海湿地/盐沼
Conversion of coastal wetlands to paddy fields substantially decreases methane oxidation potential and methanotrophic abundance on the eastern coast of China,Yuling Yang; Weiqi Wang; Qinan Hu; Xiaochen Yao; Wangting Yang; Sile Wen; Haikun Wu; Jinghao Jin,Water Research,2024,10.1016/j.watres.2024.122962,,滨海湿地/盐沼
Amino acid nitrogen trends in paddy soils under long-term rice cultivation in southeast coast of China,Jinhua Pan; Jin Wang; Shunyao Zhuang,CATENA,2022,10.1016/j.catena.2022.106044,,背景文献
Nitrogen removal by eutrophic coastal wetlands accomplished with CH4 emission reduction,Hualei Yang; Xuechu Chen; Chunsong Zhang; Mingming Zhao; Xinmeng Zhao; Danielle C. Perry; Jianwu Tang,Journal of Cleaner Production,2021,10.1016/j.jclepro.2021.130082,,滨海湿地/盐沼
Performance of tidal and non-tidal mangrove constructed wetlands in treating maricultural wastewater,Tingfeng Zhang; Chaoxiang Liu; Lili Wei; Shaohua Tian; Jie Li; Patrick Ndayambaje; Xu Huang; Lin Liu,Water Science & Technology,2022,10.2166/wst.2022.103,"Abstract This study aims to evaluate the removal efficiency of nitrogen and phosphorus in the tidal and non-tidal constructed wetlands with typical mangrove (Aegiceras corniculatum) as a wetland plant model to treat simulated marine wastewater. The results showed that the average removals of NO2−-N, NO3−-N, NH4+-N, TN and TP were 88.4, 80.5, 81.4, 79.7 and 40.8%, respectively, in the non-tidal subsurface flow (HF) mangrove wetland, and 65.3, 61.3, 90.6, 60.1 and 19.2% in the tidal (TF) mangrove wetland, and 11.4, 64.6, 68.7, 56.6 and 16.3% in the non-tidal free water surface (FWS) mangrove wetland, respectively. Moreover, it was observed that the composition of microbial communities in the HF mangrove wetland was beneficial to the nitrogen cycle and has more quantitative associations of N-metabolism genes. The results indicated that non-tidal HF mangrove wetland has a stable and an effective capacity for potential treatment of marine wastewater compared with the non-tidal FWS mangrove wetland and tidal TF mangrove wetland.",滨海湿地/盐沼
The addition of biochar and nitrogen alters the microbial community and their cooccurrence network by affecting soil properties,Minshu Yuan; Xiao‐Zhen Zhu; Haoran Sun; Jingrong Song; Chen Li; Yufang Shen; Shiqing Li,Chemosphere,2022,10.1016/j.chemosphere.2022.137101,,微生物群落
Divergent responses of soil microbial community to long-term nitrogen and phosphorus additions in a subtropical Chinese fir plantation,Fangchao Wang; Qiao Liu; Xiaofei Hu; Xiang-Min Fang; Shengnan Wang; Fusheng Chen,CATENA,2024,10.1016/j.catena.2024.108132,,微生物群落
Linking nitrogen- and straw-sensitive indicator species and their co-occurrences to priming effect in agricultural soil exposed to long-term nitrogen fertilization,Hewei Chen; Wenjuan Li; Wanning Zheng; Chang Yin; Xiaoping Fan; Mujun Ye; Zixiang Gao; Chunyan Wu,Soil Biology and Biochemistry,2022,10.1016/j.soilbio.2022.108881,,氮添加/氮沉降
Microbial investigations of new hydrogel-biochar composites as soil amendments for simultaneous nitrogen-use improvement and heavy metal immobilization,Lixun Zhang; Yuntao Guan,Journal of Hazardous Materials,2021,10.1016/j.jhazmat.2021.127154,,背景文献
Meta-analysis of the impacts of phosphorus addition on soil microbes,Wenchao Wu; Fang Wang; Anquan Xia; Zejin Zhang; Zongsong Wang; Kui Wang; Junfu Dong; Tong Li,Agriculture Ecosystems & Environment,2022,10.1016/j.agee.2022.108180,,背景文献
Long-term warming reduced microbial biomass but increased recent plant-derived C in microbes of a subarctic grassland,Niel Verbrigghe; Kathiravan Meeran; Michael Bahn; Alberto Canarini; Erik Fransén; Lucia Fuchslueger; Johannes Ingrisch; Ivan A. Janssens,Soil Biology and Biochemistry,2022,10.1016/j.soilbio.2022.108590,,背景文献
Soil microbial carbon and nitrogen limitation constraints soil organic carbon stability in arid and semi-arid grasslands,Mengyao Wu; Lin Chen; Shenggang Chen; Yinglong Chen; Jinpeng Ma; Yaqi Zhang; Danbo Pang; Xuebin Li,Journal of Environmental Management,2024,10.1016/j.jenvman.2024.123675,,背景文献
"Climate warming, but not Spartina alterniflora invasion, enhances wetland soil HONO and NOx emissions.",Dianming Wu; Lin Deng; Yihua Sun; Ruhai Wang; Li Zhang; Rui Wang; Yaqi Song; Zhiwei Gao,Science of the Total Environment,2022,10.1016/j.scitotenv.2022.153710,,滨海湿地/盐沼；湿地植被/盐生植物
Where Sea Meets Land,Kaja Bałazy,ACADEMIA. The magazine of the Polish Academy of Sciences,2024,10.24425/academiapas.2024.151182,How much can a small crustacean teach us?,背景文献
Where Land Meets Sea,Anna Ryan,,2016,10.4324/9781315547305,,背景文献
Where sea meets land,,A Less Green and Pleasant Land,2015,10.1017/cbo9781139381031.023,,背景文献
Global Change and Marsh Elevation Dynamics: Experimenting Where Land Meets Sea and Biology Meets Geology,J. Adam Langley; Marc V. Sigrist; James Duls; Donald R. Cahoon; James C. Lynch; J. Patrick Megonigal,Smithsonian Contributions to the Marine Sciences,2009,10.5479/si.01960768.38.391,,背景文献
Biophysical and economic constraints on China’s natural climate solutions,Nan Lü; Hanqin Tian; Bojie Fu; Huiqian Yu; Shilong Piao; Shiyin Chen; Ya Li; Xiaoyong Li,Nature Climate Change,2022,10.1038/s41558-022-01432-3,,背景文献
Biological nitrogen fixation and the role of soil diazotroph niche breadth in representative terrestrial ecosystems,Wenbo Hu; Xiaomi Wang; Yongfeng Xu; Xia Wang; Zhiying Guo; Xianzhang Pan; Shixiang Dai; Yongming Luo,Soil Biology and Biochemistry,2023,10.1016/j.soilbio.2023.109261,,氮循环过程
Transcriptome and metabolome analysis reveals the salt stress-response mechanism in desert isolated Chlorella sp. DT025,Bangxiang He; Wenna Dai; Qin Zhang; Zhengsheng Shi; Yanbin Li; Huiling Wang,Algal Research,2024,10.1016/j.algal.2024.103484,,背景文献
Microbial dynamics and activity of denitrifying anaerobic methane oxidizers in China's estuarine and coastal wetlands,Yuhui Niu; Yanling Zheng; Lijun Hou; Dengzhou Gao; Feiyang Chen; Chenya Pei; Hongpo Dong; Xia Liang,The Science of The Total Environment,2021,10.1016/j.scitotenv.2021.150425,,滨海湿地/盐沼
Role of biochar toward carbon neutrality,Liuwei Wang; Jiayu Deng; Xiaodong Yang; Renjie Hou; Deyi Hou,Carbon Research,2023,10.1007/s44246-023-00035-7,"Abstract Carbon neutrality by the mid-twenty-first century is a grand challenge requiring technological innovations. Biochar, a traditional soil amendment which has been used for fertility improvement and contaminant remediation, has revealed new vitality in this context. In this review we highlight the huge potential of biochar application in different fields to mitigate as high as 2.56 × 10 9 t CO 2 e total greenhouse gas (GHG) emissions per year, accounting for 5.0% of the global GHG emissions. Soil applications of biochar as either a controlled-release fertilizer or an immobilization agent offer improved soil health while simultaneously suppressing the emissions of CH 4 and N 2 O. Non-soil applications of biochar also contribute to carbon neutrality in unique ways. Firstly, biochar application as a ruminant feed decreases CH 4 emissions via physical sorption and enhanced activities of methanotrophs. Secondly, biochar can be used as a green catalyst for biorefinery. Besides, biochar as an additive to Portland cement and low impact development (LID) infrastructure lowers the carbon footprint and builds resilience to climate change. Furthermore, biochar can be used as novel batteries and supercapacitors for energy storage purposes. Finally, the high CO 2 adsorption capacity makes it possible for biochar being used as a sorbent for carbon capture, utilization, and storage (CCUS). We advocate that future research should further explore the effectiveness of biochar systems for climate change mitigation in large scale applications, and assess the economic and social viability of local biochar systems to combat climate change. Graphical Abstract",背景文献
"Forage Grasses Steer Soil Nitrogen Processes, Microbial Populations, and Microbiome Composition in A Long-term Tropical Agriculture System",Letusa Momesso; Carlos Alexandre Costa Crusciol; Márcio Fernandes Alves Leite; João William Bossolani; Eiko E. Kuramae,Agriculture Ecosystems & Environment,2021,10.1016/j.agee.2021.107688,,微生物群落
Biochar improved soil health and mitigated greenhouse gas emission from controlled irrigation paddy field: Insights into microbial diversity,Zewei Jiang; Shihong Yang; Qingqing Pang; Yi Xu; Xi Chen; Xiao Sun; Suting Qi; Wanqing Yu,Journal of Cleaner Production,2021,10.1016/j.jclepro.2021.128595,,背景文献
Photosynthetic carbon allocation in native and invasive salt marshes undergoing hydrological change,Ya‐Lei Li; Li‐Na Xie; Shihua Li; Dan Zhang; Zhen‐Ming Ge,The Science of The Total Environment,2024,10.1016/j.scitotenv.2024.173232,,滨海湿地/盐沼
Microbial nitrogen transformation processes across environments: more than just a cycle,Jennifer B. Glass; Kathrin Rousk,Trends in Microbiology,2024,10.1016/j.tim.2024.04.006,,背景文献
Short-term effects of polyethene and polypropylene microplastics on soil phosphorus and nitrogen availability,Haixiao Li; Le Liu,Chemosphere,2021,10.1016/j.chemosphere.2021.132984,,背景文献
Efficient nitrogen removal through coupling biochar with zero-valent iron by different packing modes in bioretention system,Jiajie Chen; Yu Xie; Shanshan Sun; Manping Zhang; Pan Yan; Feng Xu; Li Tang; Shengbing He,Environmental Research,2023,10.1016/j.envres.2023.115375,,背景文献
Global predictions of primary soil salinization under changing climate in the 21st century,Amirhossein Hassani; Adisa Azapagic; Nima Shokri,Nature Communications,2021,10.1038/s41467-021-26907-3,"Soil salinization has become one of the major environmental and socioeconomic issues globally and this is expected to be exacerbated further with projected climatic change. Determining how climate change influences the dynamics of naturally-occurring soil salinization has scarcely been addressed due to highly complex processes influencing salinization. This paper sets out to address this long-standing challenge by developing data-driven models capable of predicting primary (naturally-occurring) soil salinity and its variations in the world's drylands up to the year 2100 under changing climate. Analysis of the future predictions made here identifies the dryland areas of South America, southern and western Australia, Mexico, southwest United States, and South Africa as the salinization hotspots. Conversely, we project a decrease in the soil salinity of the drylands in the northwest United States, the Horn of Africa, Eastern Europe, Turkmenistan, and west Kazakhstan in response to climate change over the same period.",背景文献
Highly enhanced removal of nutrients and benzo[a]pyrene in a siphon constructed wetland with magnetite: Performance and mechanisms,Jiaxing Lu; Zizhang Guo; Mingyu He; Zhen Hu; Haiming Wu; Lin-Lan Zhuang; Qiang Kong; Jian Zhang,Chemical Engineering Journal,2022,10.1016/j.cej.2022.136895,,滨海湿地/盐沼
Exploring organic matter conversion pathway and its effect on nitrogen removal in tidal flow constructed wetlands,Ruiya Chen; Xueyu Liu; Jie Wang; Jieyu Chen; Xiaoning Wang; Yabing Lv; Juchen Xu; Shaodi Wang,Chemosphere,2023,10.1016/j.chemosphere.2023.140927,,滨海湿地/盐沼
The importance of rest phase and pollutant removal mechanism of tidal flow constructed wetlands (TFCW) in rural grey water treatment,Yong Liao; Zhigang Wan; Xuekang Cao; Lei Jiang; Lihua Feng; Hao Zheng; Fangying Ji,Chemosphere,2022,10.1016/j.chemosphere.2022.137010,,滨海湿地/盐沼
Disturbance legacies regulate coastal forest soil stability to changing salinity and inundation: A soil transplant experiment,Anya M. Hopple; Stephanie Pennington; J. Patrick Megonigal; Vanessa Bailey; Ben Bond‐Lamberty,Soil Biology and Biochemistry,2022,10.1016/j.soilbio.2022.108675,,滨海湿地/盐沼
Environmental preferences of soil microbial attributes for long-term nitrogen and acid addition: From phylotype to community,Liji Wu; Ying Wu; Yuhui Meng; Bing Wang; Yongfei Bai; Dima Chen,Soil Biology and Biochemistry,2024,10.1016/j.soilbio.2024.109541,,背景文献
Effects of practicing long-term mulched drip irrigation on soil quality in Northwest China,Rui Zong; Zhenhua Wang; Wenhao Li; Haiqiang Li; Olusola O. Ayantobo,The Science of The Total Environment,2023,10.1016/j.scitotenv.2023.163247,,背景文献
Plant litter quality regulates soil eco-enzymatic stoichiometry and microbial nutrient limitation in a citrus orchard,Quanchao Zeng; Zhe Chen; Wenfeng Tan,Plant and Soil,2021,10.1007/s11104-021-05025-5,,背景文献
"Remediation of lead and cadmium co-contaminated mining soil by phosphate-functionalized biochar: Performance, mechanism, and microbial response",Jian Zhang; Yinkun Jiang; Chengyu Ding; Shengsen Wang; Chenhao Zhao; Weiqin Yin; Bing Wang; Ruidong Yang,Chemosphere,2023,10.1016/j.chemosphere.2023.138938,,背景文献
Salt-Marsh Bacteria: Bacteria of a Developing Salt Marsh,M. TURNER; T. R. G. GRAY,Nature,1962,10.1038/194559a0,,滨海湿地/盐沼
Agricultural inputs of mecoprop to a salt marsh system: Its fate and distribution within the sediment profile,C.A. Fletcher; J.M. Bubb; J.N. Lester,Marine Pollution Bulletin,1995,10.1016/0025-326x(95)00073-v,,滨海湿地/盐沼
Sources and distribution of aliphatic amines in salt marsh sediment,Xu-Chen Wang; Cindy Lee,Organic Geochemistry,1994,10.1016/0146-6380(94)90034-5,,滨海湿地/盐沼
"Sources, degradation, and thermal stability of organic matter in riparian soils along two major rivers of China",Le Wang; Peng Yao; Zheng Wang; Bin Zhao; Nan Wang; Xiwen Ye; Chao Gao,CATENA,2025,10.1016/j.catena.2025.108783,,背景文献
Litter Decomposition and Nutrient Dynamics of Native Species (Cyperus malaccensis) and Alien Invasive Species (Spartina alterniflora) in a Typical Subtropical Estuary (Min River) in China,Aying Zeng; Weifang Hu; C. Zeng; Zhigao Sun; Dengzhou Gao,Estuaries and Coasts,2020,10.1007/s12237-020-00744-x,,湿地植被/盐生植物
